PRODUCT ID;PRODUCT NAME;LEGAL PRODUCT GROUP;BLOOMBERG VENDOR CODE;REUTERS VENDOR CODE
RFXJ;FUT ON EURAZEO SE;SINGLE STOCK FUTURES;RFXJ=A GR Equity;0#EURA5:
RG2;OPT ON RUSHYDRO;SINGLE STOCK OPTIONS;RSHYY US Equity ;0#HYDRq*.EX
RGRF;FUT ON RANDGOLD RESOURCES;SINGLE STOCK FUTURES;RGRF=A GR Equity;0#RGRF:
RGS;OPT ON RTL GROUP S.A.;SINGLE STOCK OPTIONS;RTL BB Equity;0#AUDKt*.EX
RGSI;FUT ON RTL GROUP;SINGLE STOCK FUTURES;RGSI=A GR Equity;0#AUDKt4:
RHK;OPT ON RHOEN KLINIKUM;SINGLE STOCK OPTIONS;RHK GR Equity;0#RHKG*.EX
RHKG;FUT ON RHOEN KLINIKUM;SINGLE STOCK FUTURES;RHKG=A GR Equity;0#RHKG2:
RHM;OPT ON RHEINMETALL;SINGLE STOCK OPTIONS;RHM GR Equity;0#RHMG*.EX
RHMG;FUT ON RHEINMETALL;SINGLE STOCK FUTURES;RHMG=A GR Equity;0#RHMG2:
RIBH;OPT ON RAIFFEISEN BANK INT;SINGLE STOCK OPTIONS;RBI AV Equity;0#RBIV*.EX
RIOG;FUT ON RIO TINTO PLC;SINGLE STOCK FUTURES;RIOG=A GR Equity;0#RIOF2:
RKEF;FUT ON ROCKET INTERNET SE;SINGLE STOCK FUTURES;RKEF=A GR Equity;0#RKET:
RKET;OPT ON ROCKET INTERNET SE;SINGLE STOCK OPTIONS;RKET GR Equity;0#RKET*.EX
RMMF;FUT ON Ramirent OYJ;SINGLE STOCK FUTURES;RMMF=A GR Equity;0#RMRF:
RNL;OPT ON RENAULT;SINGLE STOCK OPTIONS;RNL GR Equity ;0#RENA*.EX
RNLF;FUT ON RENAULT;SINGLE STOCK FUTURES;RNO=A GR Equity;0#RENA:
ROG;OPT ON ROCHE HOLDG AG GEN.;SINGLE STOCK OPTIONS;ROG SW Equity;0#ROG*.EX
ROG1;1ST FRIDAY OPT ON Roche;SINGLE STOCK OPTIONS;ROG SW Equity;0#ROG1W*.EX
ROG2;2ND FRIDAY OPT ON Roche;SINGLE STOCK OPTIONS;ROG SW Equity;0#ROG2W*.EX
ROG4;4TH FRIDAY OPT ON Roche;SINGLE STOCK OPTIONS;ROG SW Equity;0#ROG4W*.EX
ROG5;5TH FRIDAY OPT ON Roche;SINGLE STOCK OPTIONS;ROG SW Equity;0#ROG5W*.EX
ROGE;OPT E ON Roche Holding;SINGLE STOCK OPTIONS;ROG SW Equity;0#ROGE*.EX
ROGF;FUT ON ROCHE HOLDING;SINGLE STOCK FUTURES;ROG=A GR Equity;0#ROG:
ROV;OPT ON Rovio Entertainment Oy;SINGLE STOCK OPTIONS;ROVIO FH Equity;0#ROVIO*.EX
ROY;OPT ON ROYAL DUTCH SHELL A;SINGLE STOCK OPTIONS;R6C GR Equity;0#RDSa*.EX
ROY1;1ST FRI OPT ON Royal Dutch A;SINGLE STOCK OPTIONS;RDSA NA Equity;0#RDSa1W*.EX
ROY2;2ND FRI OPT ON Royal Dutch A;SINGLE STOCK OPTIONS;RDSA NA Equity;0#RDSa2W*.EX
ROY4;4TH FRI OPT ON Royal Dutch A;SINGLE STOCK OPTIONS;RDSA NA Equity;0#RDSa4W*.EX
ROY5;5TH FRI OPT ON Royal Dutch A;SINGLE STOCK OPTIONS;RDSA NA Equity;0#RDSa5W*.EX
RPL;OPT ON UPM-KYMMENE OYI;SINGLE STOCK OPTIONS;UPM FH Equity;0#UPM1V*.EX
RPLF;FUT ON UPM-KYMMENE;SINGLE STOCK FUTURES;RPLF=A GR Equity;0#RPLF:
RRFF;FUT ON ROLLS-ROYCE HOLDINGS;SINGLE STOCK FUTURES;RRFF=A GR Equity;0#RRFF:
RSAF;FUT ON RSA INSURANCE GROUP PLC;SINGLE STOCK FUTURES;RSAF=A GR Equity;0#RSAF:
RSAU;Rolling Spot Future on AUDUSD;CURRENCY FUTURES;RADA Curncy;0#RSAU:
RSAY;Rolling Spot Future on AUDJPY;CURRENCY FUTURES;RSYA Curncy;0#RSAY:
RSEA;Rolling Spot Future on EURAUD;CURRENCY FUTURES;RSBA Curncy;0#RSEA:
RSEF;Rolling Spot Future on EURCHF;CURRENCY FUTURES;RSCA Curncy;0#RSEF:
RSEP;Rolling Spot Future on EURGBP;CURRENCY FUTURES;RAEA Curncy;0#RSEP:
RSEU;Rolling Spot Future on EURUSD;CURRENCY FUTURES;RSEA Curncy;0#RSEU:
RSEY;Rolling Spot Future on EURJPY;CURRENCY FUTURES;RSLA Curncy;0#RSEY:
RSH;OPT ON RANDSTAD NV;SINGLE STOCK OPTIONS;RAND NA Equity;0#RAND*.EX
RSHG;FUT ON RANDSTAD NV;SINGLE STOCK FUTURES;RSHG=A GR Equity;0#RAND2:
RSNU;Rolling Spot Future on NZDUSD;CURRENCY FUTURES;RSIA Curncy;0#RSNU:
RSPF;Rolling Spot Future on GBPCHF;CURRENCY FUTURES;RASA Curncy;0#RSPF:
RSPU;Rolling Spot Future on GBPUSD;CURRENCY FUTURES;RSPA Curncy;0#RSPU:
RSTA;OPT ON RIB SOFTWARE SE;SINGLE STOCK OPTIONS;RIB GY Equity;0#RSTAG*.EX
RSTF;FUT ON RIB SOFTWARE SE;SINGLE STOCK FUTURES;RSTF=A GR Equity;0#RSTAG:
RSUF;Rolling Spot Future on USDCHF;CURRENCY FUTURES;RACA Curncy;0#RSUF:
RSUY;Rolling Spot Future on USDJPY;CURRENCY FUTURES;RSDA Curncy;0#RSUY:
RTOF;FUT ON RENTOKIL INITIAL PLC;SINGLE STOCK FUTURES;RTOF=A GR Equity;0#RTOF:
RTSG;FUT ON OAO SEVERSTAL;SINGLE STOCK FUTURES;RTSG=A GR Equity;0#CHMFq2:
RTZ;OPTION ON RIO TINTO;SINGLE STOCK OPTIONS;RIO LN Equity;0#RIO*.EX
RW3G;FUT ON RWE VZ;SINGLE STOCK FUTURES;RW3G=A GR Equity;0#RWEG_p2:
RWE;OPT ON RWE AG -ST-;SINGLE STOCK OPTIONS;RWE GR Equity ;0#RWEG*.EX
RWE1;1ST FRIDAY OPT ON RWE ST;SINGLE STOCK OPTIONS;RWE GR Equity;0#RWEG1W*.EX
RWE2;2ND FRIDAY OPT ON RWE ST;SINGLE STOCK OPTIONS;RWE GR Equity;0#RWEG2W*.EX
RWE4;4TH FRIDAY OPT ON RWE ST;SINGLE STOCK OPTIONS;RWE GR Equity;0#RWEG4W*.EX
RWE5;5TH FRIDAY OPT ON RWE ST;SINGLE STOCK OPTIONS;RWE GR Equity;0#RWEG5W*.EX
RWEE;OPT E ON RWE;SINGLE STOCK OPTIONS;RWE GR Equity;0#RWEE*.EX
RWEG;FUT ON RWE AG;SINGLE STOCK FUTURES;RWEG=A GR Equity;0#RWEG2:
RWEH;FUT ON RWE AG;SINGLE STOCK FUTURES;RWEH=A GR Equity;0#RWEG3:
RWWF;FUT ON MEDIASET ESPANA COMMUNI;SINGLE STOCK FUTURES;RWWF=A GR Equity;0#RWWF:
RWWP;FUT ON Mediaset Espana Com SA;SINGLE STOCK FUTURES;RWWP=A GR Equity;0#RWWP:
RY4I;FUT ON RYANAIR;SINGLE STOCK FUTURES;RY4I=A GR Equity;0#RYA4:
RYA;OPT ON RYANAIR HOLDINGS PLC;SINGLE STOCK OPTIONS;RYA ID Equity ;0#RYA*.EX
RYFF;FUT ON ROYAL BANK OF CANADA;SINGLE STOCK FUTURES;RYFF=A GR Equity;0#RYFF:
RYL;OPTION ON RSA INSURANCE GROUP;SINGLE STOCK OPTIONS;RSA LN Equity;0#RSA*.EX
S2CM;SWISSCOM AG - N. DIVIDEND FUT;SINGLE STOCK DIVIDEND FUTURES;S2CM=A GR Equity;0#S2CM:
S2DF;FUT ON K+S AG DIVIDEND;SINGLE STOCK DIVIDEND FUTURES;S2DF=A GR Equity;0#S2DF:
S2EJ;FUT ON SAFRAN DIVIDEND;SINGLE STOCK DIVIDEND FUTURES;S2EJ=A GR Equity;0#S2EJ:
S2GE;SOCIETE GENERALE DIVIDEND FUT;SINGLE STOCK DIVIDEND FUTURES;S2GE=A GR Equity;0#S2GE:
S2GS;FUT ON SGS SA DIVIDEND;SINGLE STOCK DIVIDEND FUTURES;S2GS=A GR Equity;0#S2GS:
S2MP;FUT ON SAMPO PLC DIVIDENDS;SINGLE STOCK DIVIDEND FUTURES;S2MP=A GR Equity;0#S2MP:
S2NW;SANOFI DIVIDEND FUTURE;SINGLE STOCK DIVIDEND FUTURES;S2NW=A GR Equity;0#S2NW:
S2QU;VINCI DIVIDENDS;SINGLE STOCK DIVIDEND FUTURES;S2QU=A GR Equity;0#S2QU:
S2SD;BANCO SANTANDER DIVIDEND FUT;SINGLE STOCK DIVIDEND FUTURES;S2SD=A GR Equity;0#S2SD:
S2SE;FUT ON SSE PLC DIVIDEND;SINGLE STOCK DIVIDEND FUTURES;S2SE=A GR Equity;0#S2SE:
S2VT;FUT ON SEVERN TREND DIVIDEND;SINGLE STOCK DIVIDEND FUTURES;S2VT=A GR Equity;0#S2VT:
S3AP;SAP SE DIVIDENDS;SINGLE STOCK DIVIDEND FUTURES;S3AP=A GR Equity;0#S3AP:
S3IE;SIEMENS DIVIDEND FUT;SINGLE STOCK DIVIDEND FUTURES;S3IE=A GR Equity;0#S3IE:
S3ND;SCHNEIDER ELECTRIC SE DIVIDEND;SINGLE STOCK DIVIDEND FUTURES;S3ND=A GR Equity;0#S3ND:
S3QU;FUT ON VINCI DIVIDENDS;SINGLE STOCK DIVIDEND FUTURES;S3QU=A GR Equity;0#S3QU:
S3SD;BANCO SANTANDER DIVIDEND FUT;SINGLE STOCK DIVIDEND FUTURES;S3SD=A GR Equity;0#S3SD:
S4RE;FUT ON Swiss RE AG Divid.;SINGLE STOCK DIVIDEND FUTURES;S4RE=A GR Equity;0#R4UK:
S5RE;FUT ON Swiss RE AG Dividends;SINGLE STOCK DIVIDEND FUTURES;S5RE=A GR Equity;0#S5RE:
S9LF;FUT ON Salvatore Ferragamo SpA;SINGLE STOCK FUTURES;S9LF=A GR Equity;0#SFER:
SAN;OPTION ON J SAINSBURY;SINGLE STOCK OPTIONS;SBRY LN Equity;0#SBRY*.EX
SANH;FUT ON BANCO SANTANDER S.A.;SINGLE STOCK FUTURES;SANH=A GR Equity;0#SANI3:
SANP;FUT ON BANCO SANTANDER S.A.;SINGLE STOCK FUTURES;SANP=A GR Equity;0#SANP:
SAP;OPT ON SAP SE;SINGLE STOCK OPTIONS;SAP GR Equity;0#SAPG*.EX
SAP1;1ST FRIDAY OPT ON SAP SE;SINGLE STOCK OPTIONS;SAP GR Equity;0#SAPG1W*.EX
SAP2;2ND FRIDAY OPT ON SAP;SINGLE STOCK OPTIONS;SAP GR Equity;0#SAPG2W*.EX
SAP4;4TH FRIDAY OPT ON SAP;SINGLE STOCK OPTIONS;SAP GR Equity;0#SAPG4W*.EX
SAP5;5TH FRIDAY OPT ON SAP;SINGLE STOCK OPTIONS;SAP GR Equity;0#SAPG5W*.EX
SAPE;OPT E ON SAP SE;SINGLE STOCK OPTIONS;SAP GR Equity;0#SAPE*.EX
SAPI;FUT ON SAP SE;SINGLE STOCK FUTURES;SAPI=A GR Equity;0#SAPG5:
SAX;OPT ON STROEER;SINGLE STOCK OPTIONS;SAX GY Equity;0#SAXG*.EX
SBMO;OPT ON SBM OFFSHORE N.V.;SINGLE STOCK OPTIONS;SBMO NA Equity;0#SBMO*.EX
SBN;OPT ON SBERBANK;SINGLE STOCK OPTIONS;SBER LI Equity;0#SBNCyq*.EX
SBNF;FUT ON SBERBANK;SINGLE STOCK FUTURES;SBNF=A GR Equity;0#SBNF:
SBO;OPT ON SCHOELLER-BLECKM. OILF.;SINGLE STOCK OPTIONS;SBO AV Equity;0#SBOE*.EX
SBOI;FUT ON Schoeller-Bleckm. OilF;SINGLE STOCK FUTURES;SBOI=A GR Equity;0#SBOF4:
SBRF;FUT ON J. SAINSBURY PLC;SINGLE STOCK FUTURES;SBRF=A GR Equity;0#SBRY:
SBSA;OPT ON STRATEC BIOMEDICAL AG;SINGLE STOCK OPTIONS;SBS GY Equity;0#SBSG*.EX
SBSF;FUT ON STRATEC BIOMEDICAL AG;SINGLE STOCK FUTURES;SBSF=A GR Equity;0#SBSG:
SCB;OPTION ON STANDARD CHARTERED;SINGLE STOCK OPTIONS;STAN LN Equity;0#STAN*.EX
SCHP;OPT ON SCHINDLER PS;SINGLE STOCK OPTIONS;SCHP SW Equity;0#SCHP*.EX
SCMH;FUT ON SWISSCOM;SINGLE STOCK FUTURES;SCMH=A GR Equity;0#SCMN3:
SCMN;OPT ON SWISSCOM AG;SINGLE STOCK OPTIONS;SCMN SW Equity;0#SCMN*.EX
SCOI;FUT ON SCOR SE;SINGLE STOCK FUTURES;SCOI=A GR Equity;0#SCOR4:
SDF;OPT ON K+S;SINGLE STOCK OPTIONS;SDF GR Equity;0#SDFGn*.EX
SDFE;OPT E ON K + S             ;SINGLE STOCK OPTIONS;SDF GR Equity;0#SDFE*.EX
SDR1;OPTION ON SCOR;SINGLE STOCK OPTIONS;SCR FP Equity;0#SCOR*.EX
SDRF;FUT ON SCHRODERS PLC;SINGLE STOCK FUTURES;SDRF=A GR Equity;0#SDRF:
SDXH;FUT ON K+S;SINGLE STOCK FUTURES;SDXH=A GR Equity;0#SDFG3:
SEJ;OPTION ON SAFRAN;SINGLE STOCK OPTIONS;SAF FP Equity;0#SAF*.EX
SEJF;FUT ON SAFRAN;SINGLE STOCK FUTURES;SEJF=A GR Equity;0#SEJF:
SESF;FUT ON SES GLOBAL;SINGLE STOCK FUTURES;SESF=A GR Equity;0#SESF:
SEV;OPTION ON SUEZ;SINGLE STOCK OPTIONS;SEV FP Equity;0#SEVI*.EX
SEVF;FUT ON SUEZ;SINGLE STOCK FUTURES;SEVF=A GR Equity;0#SEVI:
SFSF;FUT ON SFS Group AG;SINGLE STOCK FUTURES;SFSF=A GR Equity;0#SFSN:
SFSN;OPT ON SFS Group AG;SINGLE STOCK OPTIONS;SFSN SW Equity;0#SFSN*.EX
SGE;OPT ON SOCIETE GENERALE;SINGLE STOCK OPTIONS;SGE GR Equity ;0#SOGN*.EX
SGE1;1ST FRIDAY OPT ON SOCIETE GEN;SINGLE STOCK OPTIONS;SGE GR Equity;0#SOGN1W*.EX
SGE2;2ND FRIDAY OPT ON SOCIETE GEN;SINGLE STOCK OPTIONS;SGE GR Equity;0#SOGN2W*.EX
SGE4;4TH FRIDAY OPT ON SOCIETE GEN;SINGLE STOCK OPTIONS;SGE GR Equity;0#SOGN4W*.EX
SGE5;5TH FRIDAY OPT ON SOCIETE GEN;SINGLE STOCK OPTIONS;SGE GR Equity;0#SOGN5W*.EX
SGEI;FUT ON SOCIETE GENERALE S.A.;SINGLE STOCK FUTURES;SGEI=A GR Equity;0#SOGN4:
SGKF;FUT ON THE SAGE GROUP PLC;SINGLE STOCK FUTURES;SGKF=A GR Equity;0#SGKF:
SGL;OPT ON SGL CARBON SE;SINGLE STOCK OPTIONS;SGL GR Equity ;0#SGCG*.EX
SGM;OPT ON STMICROELECTRONICS;SINGLE STOCK OPTIONS;SGM GR Equity ;0#STM*.EX
SGMF;FUT ON STMICROELECTRONICS;SINGLE STOCK FUTURES;SGMF=A GR Equity;0#SGMF:
SGN;OPTION ON SURGUTNEFTEGAZ;SINGLE STOCK OPTIONS;SGTZY US Equity ;0#SNGSyq*.EX
SGNF;FUT ON SURGUTNEFTEGAZ;SINGLE STOCK FUTURES;SGNF=A GR Equity;0#SNGSyq:
SGSL;FUT ON SGS S.A.;SINGLE STOCK FUTURES;SGSL=A GR Equity;0#SGSN7:
SGSN;OPT ON SGS S.A.;SINGLE STOCK OPTIONS;SGSN SW Equity;0#SGSN*.EX
SHA;OPT ON Schaeffler AG Vz;SINGLE STOCK OPTIONS;SHA GR Equity;0#SHA_p*.EX
SHAF;FUT ON Schaeffler AG Vz;SINGLE STOCK FUTURES;SHAF=A GR Equity;0#SHA_p:
SHH;OPT ON Siemens Healthineers AG;SINGLE STOCK OPTIONS;SHL GY Equity;0#SHLG*.EX
SHHF;FUT ON Siemens Healthineers AG;SINGLE STOCK FUTURES;SHHF=A GR Equity;0#SHLG:
SHL;OPTION ON ROYAL DUTCH SHELL B;SINGLE STOCK OPTIONS;RDSB LN Equity;0#RDSb*.EX
SHPF;FUT ON SHIRE PLC;SINGLE STOCK FUTURES;SHPF=A GR Equity;0#SHPF:
SIE;OPT ON SIEMENS AG;SINGLE STOCK OPTIONS;SIE GR Equity ;0#SIEGn*.EX
SIE1;1ST FRIDAY OPT ON SIEMENS;SINGLE STOCK OPTIONS;SIE GR Equity;0#SIEGn1W*.EX
SIE2;2ND FRIDAY OPT ON SIEMENS;SINGLE STOCK OPTIONS;SIE GR Equity;0#SIEGn2W*.EX
SIE4;4TH FRIDAY OPT ON SIEMENS;SINGLE STOCK OPTIONS;SIE GR Equity;0#SIEGn4W*.EX
SIE5;5TH FRIDAY OPT ON SIEMENS;SINGLE STOCK OPTIONS;SIE GR Equity;0#SIEGn5W*.EX
SIEE;OPT E ON SIEMENS;SINGLE STOCK OPTIONS;SIE GR Equity;0#SIEE*.EX
SIEG;FUT ON SIEMENS AG;SINGLE STOCK FUTURES;SIEG=A GR Equity;0#SIEGn2:
SIIF;FUT ON WHEATON PRECIOUS METALS;SINGLE STOCK FUTURES;SIIF=A GR Equity;0#SLW:
SIK;OPTION ON SIKA;SINGLE STOCK OPTIONS;SIKA SW Equity;0#SIK*.EX
SIKG;FUT ON SIKA;SINGLE STOCK FUTURES;SIKG=A GR Equity;0#SIK2:
SIKH;FUT ON SIKA AG;SINGLE STOCK FUTURES;SIKH=A GR Equity;0#SIK3:
SING;FUT ON SCHINDLER;SINGLE STOCK FUTURES;SING=A GR Equity;0#SCHN2:
SIX2;OPT ON SIXT SE;SINGLE STOCK OPTIONS;SIX2 GR Equity;0#SIXG*.EX
SIXF;FUT ON SIXT SE;SINGLE STOCK FUTURES;SIXF=A GR Equity;0#SIXG:
SJ7;OPT ON SODEXO SA;SINGLE STOCK OPTIONS;SJ7 GR Equity ;0#EXHO*.EX
SJ7F;FUT ON SODEXO SA;SINGLE STOCK FUTURES;SJ7F=A GR Equity;0#SJ7F:
SK3;OPT ON SMURFIT KAPPA GROUP PLC;SINGLE STOCK OPTIONS;SKG ID Equity ;0#SKG*.EX
SKAI;FUT ON SKANSKA AB;SINGLE STOCK FUTURES;SKAI=A GR Equity;0#SKAF4:
SKFF;FUT ON SKF AB;SINGLE STOCK FUTURES;SKFF=A GR Equity;0#SKFF:
SKWF;FUT ON SSAB A-Shares;SINGLE STOCK FUTURES;SKWF=A GR Equity;0#SKWF:
SLFG;FUT ON THE STANDARD LIFE ABERD;SINGLE STOCK FUTURES;SLFG=A GR Equity;0#SLFF2:
SLHG;FUT ON SWISS LIFE HOLDING AG;SINGLE STOCK FUTURES;SLHG=A GR Equity;0#SLHN2:
SLHN;OPT ON SWISS LIFE HOLDING AG;SINGLE STOCK OPTIONS;SLHN SW Equity;0#SLHN*.EX
SLM;OPT ON SLM Solutions Group AG ;SINGLE STOCK OPTIONS;AM3D GR Equity;0#AM3D*.EX
SMA;OPTION ON SMA SOLAR;SINGLE STOCK OPTIONS;S92 GY Equity;0#S92G*.EX
SMAF;FUT ON SMA SOLAR TECHNOLOGY AG;SINGLE STOCK FUTURES;SMAF=A GR Equity;0#S92G:
SMHF;FUT ON SUESS MICROTEC SE;SINGLE STOCK FUTURES;SMHF=A GR Equity;0#SMHNn:
SMHN;OPT ON SUESS MICROTEC SE;SINGLE STOCK OPTIONS;SMHN GY Equity;0#SMHNn*.EX
SMIF;FUT ON SMITHS GROUP PLC;SINGLE STOCK FUTURES;SMIF=A GR Equity;0#SMIF:
SMPA;OPT ON SAMPO PLC.;SINGLE STOCK OPTIONS;SMPA GR Equity ;0#SAMAS*.EX
SMPF;FUT ON SAMPO;SINGLE STOCK FUTURES;SMPF=A GR Equity;0#SMPF:
SND;OPT ON SCHNEIDER ELECTRIC SE;SINGLE STOCK OPTIONS;SND GR Equity ;0#SCHN*.EX
SND1;1ST FRIDAY OPT ON SCHNEID.ELEC;SINGLE STOCK OPTIONS;SND GR Equity;0#SCHN1W*.EX
SND2;2ND FRIDAY OPT ON SCHNEID.ELEC;SINGLE STOCK OPTIONS;SND GR Equity;0#SCHN2W*.EX
SND4;4TH FRIDAY OPT ON SCHNEID.ELEC;SINGLE STOCK OPTIONS;SND GR Equity;0#SCHN4W*.EX
SND5;5TH FRIDAY OPT ON SCHNEID.ELEC;SINGLE STOCK OPTIONS;SND GR Equity;0#SCHN5W*.EX
SNDH;FUT ON SCHNEIDER ELECTRIC SE;SINGLE STOCK FUTURES;SNDH=A GR Equity;0#SNDF3:
SNF;OPT ON SNAM S.P.A.;SINGLE STOCK OPTIONS;SRG IM Equity;0#SRG*.EX
SNFG;FUT ON SNAM S.P.A.;SINGLE STOCK FUTURES;SNFG=A GR Equity;0#SNFF2:
SNH;OPT ON Steinhoff Int Hldg;SINGLE STOCK OPTIONS;SNH GR Equity;0#SNHG*.EX
SNHF;FUT ON Steinhoff Int Hldg;SINGLE STOCK FUTURES;SNHF=A GR Equity;0#SNHG:
SNW;OPT ON SANOFI;SINGLE STOCK OPTIONS;SNW GR Equity ;0#SASY*.EX
SNW1;1ST FRIDAY OPT ON SANOFI    ;SINGLE STOCK OPTIONS;SNW GR Equity;0#SASY1W*.EX
SNW2;2ND FRIDAY OPT ON SANOFI;SINGLE STOCK OPTIONS;SNW GR Equity;0#SASY2W*.EX
SNW4;4TH FRIDAY OPT ON SANOFI;SINGLE STOCK OPTIONS;SNW GR Equity;0#SASY4W*.EX
SNW5;5TH FRIDAY OPT ON SANOFI;SINGLE STOCK OPTIONS;SNW GR Equity;0#SASY5W*.EX
SNWF;FUT ON SANOFI;SINGLE STOCK FUTURES;SAN=A GR Equity;0#SASY:
SOA;OPT ON UNIPOLSAI S.P.A.;SINGLE STOCK OPTIONS;US IM Equity;0#US*.EX
SOAH;FUT ON UNIPOLSAI S.A.;SINGLE STOCK FUTURES;SOAH=A GR Equity;0#FOSA3:
SOF;OPTION ON SOFINA S.A.;SINGLE STOCK OPTIONS;SOF BB Equity;0#SOF*.EX
SOFF;FUT ON THE SOUTHERN CO.;SINGLE STOCK FUTURES;SOFF=A GR Equity;0#SOFF:
SOHF;FUT ON Soitec S.A. ;SINGLE STOCK FUTURES;SOHF=A GR Equity;0#SOIT:
SOL;OPTION ON SOLVAY;SINGLE STOCK OPTIONS;SOLB BB Equity;0#SOLB*.EX
SOLG;FUT ON SOLVAY;SINGLE STOCK FUTURES;SOLG=A GR Equity;0#SOLB2:
SONG;FUT ON SONOVA HOLDING AG;SINGLE STOCK FUTURES;SONG=A GR Equity;0#PHBN2:
SOON;OPT ON SONOVA HOLDING AG;SINGLE STOCK OPTIONS;SOON SW Equity;0#SOON*.EX
SOW;OPT ON SOFTWARE;SINGLE STOCK OPTIONS;SOW GR Equity;0#SOWG*.EX
SOWG;FUT ON SOFTWARE AG;SINGLE STOCK FUTURES;SOWG=A GR Equity;0#SOWG2:
SPEB;OPT ON SAIPEM;SINGLE STOCK OPTIONS;SPM IM Equity;0#SPEB*.EX
SPEI;FUT ON SAIPEM;SINGLE STOCK FUTURES;SPEI=A GR Equity;0#SPMI4:
SPR;OPT ON AXEL SPRINGER SE;SINGLE STOCK OPTIONS;SPR GR Equity;0#SPRGn*.EX
SPRG;FUT ON AXEL SPRINGER SE;SINGLE STOCK FUTURES;SPRG=A GR Equity;0#SPRGn2:
SPSF;FUT ON Swiss Prime Site AG;SINGLE STOCK FUTURES;SPSF=A GR Equity;0#SPSN:
SPSN;OPTION ON SWISS PRIME SITE;SINGLE STOCK OPTIONS;SPSN SW Equity;0#SPSN*.EX
SQU;OPT ON VINCI;SINGLE STOCK OPTIONS;SQU GR Equity ;0#SGEF*.EX
SQU1;1ST FRIDAY OPT ON VINCI;SINGLE STOCK OPTIONS;SQU GR Equity;0#SGEF1W*.EX
SQU2;2ND FRIDAY OPT ON VINCI;SINGLE STOCK OPTIONS;SQU GR Equity;0#SGEF2W*.EX
SQU4;4TH FRIDAY OPT ON VINCI;SINGLE STOCK OPTIONS;SQU GR Equity;0#SGEF4W*.EX
SQU5;5TH FRIDAY OPT ON VINCI;SINGLE STOCK OPTIONS;SQU GR Equity;0#SGEF5W*.EX
SQUH;FUT ON VINCI;SINGLE STOCK FUTURES;SQUH=A GR Equity;0#SGEF3:
SRCF;FUT ON Sunrise Communications;SINGLE STOCK FUTURES;SRCF=A GR Equity;0#SRCG:
SRCG;OPT ON Sunrise Communications ;SINGLE STOCK OPTIONS;SR2 GR Equity;0#SRCG*.EX
SREE;OPT E ON SWISS RE AG;SINGLE STOCK OPTIONS;SREN SW Equity;0#SREE*.EX
SREJ;FUT ON Swiss RE AG;SINGLE STOCK FUTURES;SREJ=A GR Equity;0#RUKN5:
SREN;OPT ON SWISS RE AG;SINGLE STOCK OPTIONS;SREN SW Equity;0#SRENH*.EX
SRT3;OPT ON SARTORIUS AG VZ;SINGLE STOCK OPTIONS;SRT3 GR Equity;0#SATG_p*.EX
SRTF;FUT ON SARTORIUS AG VZ;SINGLE STOCK FUTURES;SRTF=A GR Equity;0#SATG_p:
SSEF;FUT ON SSE PLC;SINGLE STOCK FUTURES;SSEF=A GR Equity;0#SSEF:
STAH;FUT ON STANDARD CHARTERED PLC;SINGLE STOCK FUTURES;STAH=A GR Equity;0#STAF3:
STCF;FUT ON STOCKMANN AB, OY;SINGLE STOCK FUTURES;STCF=A GR Equity;0#STCF:
STLF;FUT ON EQUINOR;SINGLE STOCK FUTURES;STLF=A GR Equity;0#STLL:
STMF;FUT ON STRAUMANN HOLDING;SINGLE STOCK FUTURES;STMF=A GR Equity;0#STMN:
STMN;OPTION ON STRAUMANN;SINGLE STOCK OPTIONS;STMN SE Equity;0#STMN*.EX
STR;OPT ON STRABAG;SINGLE STOCK OPTIONS;STR AV Equity;0#STRV*.EX
STRF;FUT ON STRABAG;SINGLE STOCK FUTURES;STRF=A GR Equity;0#STRF:
SUEF;FUT ON SUNCOR ENERGY;SINGLE STOCK FUTURES;SUEF=A GR Equity;0#SUEF:
SUN;OPT ON SULZER AG;SINGLE STOCK OPTIONS;SUN SW Equity;0#SUN*.EX
SUNG;FUT ON SULZER AG;SINGLE STOCK FUTURES;SUNG=A GR Equity;0#SUN2:
SVTF;FUT ON SEVERN TRENT PLC;SINGLE STOCK FUTURES;SVTF=A GR Equity;0#SVTF:
SWEF;FUT ON SWEDBANK AB;SINGLE STOCK FUTURES;SWEF=A GR Equity;0#SWEF:
SWMI;FUT ON Swedish MATCH AB;SINGLE STOCK FUTURES;SWMI=A GR Equity;0#SWMF4:
SWMJ;FUT ON Swedish MATCH AB;SINGLE STOCK FUTURES;SWMJ=A GR Equity;0#SWMF5:
SWSF;FUT ON SANOMA OYJ;SINGLE STOCK FUTURES;SWSF=A GR Equity;0#SWSF:
SWV;OPT ON SOLARWORLD;SINGLE STOCK OPTIONS;SWVK GF Equity;0#SWVG*.EX
SY1;OPT ON SYMRISE;SINGLE STOCK OPTIONS;SY1 GR Equity;0#SY1G*.EX
SY1F;FUT ON SYMRISE AG;SINGLE STOCK FUTURES;SY1F=A GR Equity;0#SY1G:
SYMF;FUT ON SYMANTEC CORP;SINGLE STOCK FUTURES;SYMF=A GR Equity;0#SYMF:
SYYF;FUT ON Sysco Corp.  ;SINGLE STOCK FUTURES;SYYF=A GR Equity;0#SYYF:
SZG;OPT ON SALZGITTER;SINGLE STOCK OPTIONS;SZG GR Equity ;0#SZGG*.EX
