PRODUCT ID;PRODUCT NAME;LEGAL PRODUCT GROUP;BLOOMBERG VENDOR CODE;REUTERS VENDOR CODE
DEQF;FUT ON DEUTSCHE EUROSHOP AG;SINGLE STOCK FUTURES;DEQF=A GR Equity;0#DEQGn:
DEZ;OPT ON DEUTZ AG;SINGLE STOCK OPTIONS;DEZ GR Equity;0#DEZG*.EX
DEZF;FUT ON DEUTZ AG;SINGLE STOCK FUTURES;DEZF=A GR Equity;0#DEZG:
DFFF;FUT ON DOMINION ENERGY INC;SINGLE STOCK FUTURES;DFFF=A GR Equity;0#DFFF:
DGEF;FUT ON DIAGEO PLC;SINGLE STOCK FUTURES;DGEF=A GR Equity;0#DGE:
DHE;OPT ON DELIVERY HERO SE;SINGLE STOCK OPTIONS;DHER GY Equity;0#DHER*.EX
DHEF;FUT ON DELIVERY HERO SE;SINGLE STOCK FUTURES;DHEF=A GR Equity;0#DHER:
DIAF;Fut on Distribuidora Int;SINGLE STOCK FUTURES;DIAF=A GR Equity;0#DIDA:
DIAP;FUT ON DIA SA;SINGLE STOCK FUTURES;DIAP=A GR Equity;0#DIAP:
DICF;FUT ON DISCOVERY INC.;SINGLE STOCK FUTURES;DICF=A GR Equity;0#DICF:
DIO;OPTION ON HERMES INTERNATIONAL;SINGLE STOCK OPTIONS;RMS FP Equity;0#DIOR*.EX
DISF;FUT ON THE WALT DISNEY CO.;SINGLE STOCK FUTURES;DISF=A GR Equity;0#DISF:
DKSH;OPT ON DKSH AG;SINGLE STOCK OPTIONS;DKSH SE Equity;0#DKSH*.EX
DLG;OPT ON DIALOG SEMICONDUCTOR;SINGLE STOCK OPTIONS;DLG GR Equity;0#DLGS*.EX
DLGF;FUT ON DIALOG SEMICONDUCTOR PL;SINGLE STOCK FUTURES;DLGF=A GR Equity;0#DLGS:
DMG;OPT ON DMG MORI ;SINGLE STOCK OPTIONS;GIL GY Equity;0#GILG*.EX
DMGF;FUT ON DMG MORI AG;SINGLE STOCK FUTURES;DMGF=A GR Equity;0#GILG:
DPW;OPT ON DEUTSCHE POST AG;SINGLE STOCK OPTIONS;DPW GR Equity ;0#DPWGn*.EX
DPW1;1ST FRIDAY OPT DEUTSCHE POST;SINGLE STOCK OPTIONS;DPW GR Equity;0#DPWGn1W*.EX
DPW2;2ND FRIDAY OPT DEUTSCHE POST;SINGLE STOCK OPTIONS;DPW GR Equity;0#DPWGn2W*.EX
DPW4;4TH FRIDAY OPT DEUTSCHE POST;SINGLE STOCK OPTIONS;DPW GR Equity;0#DPWGn4W*.EX
DPW5;5TH FRIDAY OPT DEUTSCHE POST;SINGLE STOCK OPTIONS;DPW GR Equity;0#DPWGn5W*.EX
DPWE;OPT E ON DEUTSCHE POST;SINGLE STOCK OPTIONS;DPW GR Equity;0#DPWE*.EX
DPWF;FUT ON DEUTSCHE POST AG;SINGLE STOCK FUTURES;DPW=A GR Equity;0#DBWGn:
DRIA;OPT ON 1&1 DRILLISCH AG;SINGLE STOCK OPTIONS;DRI GR Equity;0#DRIG*.EX
DRIF;FUT ON DARDEN RESTAURANTS INC.;SINGLE STOCK FUTURES;DRIF=A GR Equity;0#DRIF:
DRW3;OPT ON DRAEGERWERK AG;SINGLE STOCK OPTIONS;DRW3 GR Equity;0#DRWG_p*.EX
DRWF;FUT ON DRAEGERWERK AG;SINGLE STOCK FUTURES;DRWF=A GR Equity;0#DRWG_p:
DSM;OPT ON KONINKLIJKE DSM NV;SINGLE STOCK OPTIONS;DSM NA Equity;0#DSMN*.EX
DSMF;FUT ON KONINKLIJKE DSM;SINGLE STOCK FUTURES;DSMF=A GR Equity;0#DSMF:
DSYG;FUT ON Dassault systems;SINGLE STOCK FUTURES;DSYG=A GR Equity;0#DAST2:
DTE;OPT ON DEUTSCHE TELEKOM AG;SINGLE STOCK OPTIONS;DTE GR Equity ;0#DTEGn*.EX
DTE1;1ST FRIDAY OPT DT. TELEKOM;SINGLE STOCK OPTIONS;DTE GY Equity;0#DTEGn1W*.EX
DTE2;2ND FRIDAY OPT DT. TELEKOM;SINGLE STOCK OPTIONS;DTE GY Equity;0#DTEGn2W*.EX
DTE4;4TH FRIDAY OPT DT. TELEKOM;SINGLE STOCK OPTIONS;DTE GR Equity;0#DTEGn4W*.EX
DTE5;5TH FRIDAY OPT DT. TELEKOM;SINGLE STOCK OPTIONS;DTE GR Equity;0#DTEGn5W*.EX
DTEE;OPT E ON DEUTSCHE TELEKOM;SINGLE STOCK OPTIONS;DTE GR Equity;0#DTEE*.EX
DTEF;FUT ON DEUTSCHE TELEKOM AG;SINGLE STOCK FUTURES;DTE=A GR Equity;0#DTEGn:
DUE;OPT ON DUERR AG;SINGLE STOCK OPTIONS;DUE GR Equity;0#DUEG*.EX
DUEF;FUT ON DUERR AG;SINGLE STOCK FUTURES;DUEF=A GR Equity;0#DUEG:
DUFN;OPT ON DUFRY AG;SINGLE STOCK OPTIONS;DUFN SW Equity;0#DUFN*.EX
DUKF;FUT ON DUKE ENERGY CORP. [NEW];SINGLE STOCK FUTURES;DUKF=A GR Equity;0#DUKF:
DVC;OPT ON DAVIDE CAMPARI-MILANO;SINGLE STOCK OPTIONS;CPR IM Equity;0#CPRI*.EX
DVCG;FUT ON DAVIDE CAMPARI-MILANO;SINGLE STOCK FUTURES;DVCG=A GR Equity;0#CPRI2:
DWNF;FUT ON DEUTSCHE WOHNEN SE;SINGLE STOCK FUTURES;DWNF=A GR Equity;0#DWNG:
DWNI;OPT ON DEUTSCHE WOHNEN SE;SINGLE STOCK OPTIONS;DWNI GR Equity;0#DWNG*.EX
DWS;OPT ON DWS Group;SINGLE STOCK OPTIONS;DWS GY Equity;0#DWSG*.EX
DWSF;FUT ON DWS Group;SINGLE STOCK FUTURES;DWSF=A GR Equity;0#DWSG:
DYS1;OPTION ON DASSAULT SYSTEMS;SINGLE STOCK OPTIONS;DSY FP Equity;0#DAST*.EX
E2AS;AIRBUS SE DIV FUTURE;SINGLE STOCK DIVIDEND FUTURES;E2AS=A GR Equity;0#E2AS:
E2DF;ELECTRICITE DE FRANCE DIV.FUT.;SINGLE STOCK DIVIDEND FUTURES;E2DF=A GR Equity;0#E2DF:
E2F;OPT ON ELECTRICITE DE FRANCE;SINGLE STOCK OPTIONS;EDF FP Equity;0#EDF*.EX
E2FG;FUT ON ELECTRICITE DE FRANCE;SINGLE STOCK FUTURES;E2FG=A GR Equity;0#E2FF2:
E2IA;FUT ON ELISA OYJ DIVIDENDS;SINGLE STOCK DIVIDEND FUTURES;E2IA=A GR Equity;0#E2IA:
E2NL;ENEL DIVIDEND FUT;SINGLE STOCK DIVIDEND FUTURES;E2NL=A GR Equity;0#E2NL:
E2NT;ENI DIVIDEND FUT;SINGLE STOCK DIVIDEND FUTURES;E2NT=A GR Equity;0#E2NT:
E2OA;E.ON DIVIDEND FUT BASKET;SINGLE STOCK DIVIDEND FUTURES;E2OA=A GR Equity;0#E2OA:
E2SL;ESSILOR DIVIDEND FUTURES;SINGLE STOCK DIVIDEND FUTURES;E2SL=A GR Equity;0#E2SL:
E2ZF;FUT ON Almirall S.A. ;SINGLE STOCK FUTURES;E2ZF=A GR Equity;0#ALMM:
E3B;OPT. ON EUTELSAT COMMUNICATION;SINGLE STOCK OPTIONS;ETL FP Equity;0#ETL*.EX
E3BF;FUT ON EUTELSAT;SINGLE STOCK FUTURES;E3BF=A GR Equity;0#ETL:
E3DF;ELECTRICITE DE FRANCE DIV.FUT.;SINGLE STOCK DIVIDEND FUTURES;E2DF=A GR Equity;0#E3DF:
E3OA;FUT ON E.ON SE DIVIDEND;SINGLE STOCK DIVIDEND FUTURES;E30A=A GR Equity;0#E3OA:
EAD;OPT ON AIRBUS SE;SINGLE STOCK OPTIONS;AIR FP Equity;0#EAD*.EX
EADF;FUT ON AIRBUS SE;SINGLE STOCK FUTURES;EADF=A GR Equity;0#EADF:
EAI;OPT ON GROUPE BRUX. LAMBERT;SINGLE STOCK OPTIONS;GBLB BB Equity;0#GBLB*.EX
EAIF;FUT ON GROUPE BRUX. LAMBERT;SINGLE STOCK FUTURES;EAIF=A GR Equity;0#LAMB:
EAM;OPTION ON A2A SPA;SINGLE STOCK OPTIONS;A2A IM Equity;0#A2*.EX
EAMG;FUT ON A2A SPA;SINGLE STOCK FUTURES;EAMG=A GR Equity;0#EAMF2:
EAW1;1ST FRIDAY OPT ON AIRBUS;SINGLE STOCK OPTIONS;AIR GR Equity;0#AIR1W*.EX
EAW2;2ND FRIDAY OPT ON AIRBUS;SINGLE STOCK OPTIONS;AIR GR Equity;0#AIR2W*.EX
EAW4;4TH FRIDAY OPT ON AIRBUS;SINGLE STOCK OPTIONS;AIR GR Equity;0#AIR4W*.EX
EAW5;5TH FRIDAY OPT ON AIRBUS;SINGLE STOCK OPTIONS;AIR GR Equity;0#AIR5W*.EX
EBAF;FUT ON EBAY INC.;SINGLE STOCK FUTURES;EBAF=A GR Equity;0#EBAF:
EBOG;FUT ON ERSTE GROUP BANK AG;SINGLE STOCK FUTURES;EBOG=A GR Equity;0#EBOF2:
EBS;OPT ON ERSTE GROUP BANK AG;SINGLE STOCK OPTIONS;EBS AV Equity;0#ERST*.EX
EDPF;FUT ON ENERGIAS DE PORTUGAL;SINGLE STOCK FUTURES;EDPF=A GR Equity;0#EDP:
EDS;OPT ON Endesa;SINGLE STOCK OPTIONS;ELE SQ Equity;0#ELE*.EX
EDSP;FUT ON Endesa S.A.;SINGLE STOCK FUTURES;EDSP=A GR Equity;0#EDSP:
EF3;OPTION ON EIFFAGE;SINGLE STOCK OPTIONS;FGR FP Equity;0#FOUG*.EX
EF3G;FUT ON EIFFAGE;SINGLE STOCK FUTURES;EF3G=A GR Equity;0#FOUG2:
EFC;OPTION ON ETS COLRUYT;SINGLE STOCK OPTIONS;COLR BB Equity;0#COLR*.EX
EFCG;FUT ON COLRUYT;SINGLE STOCK FUTURES;EFCG=A GR Equity;0#EFCF2:
EFGN;OPTION ON EFG;SINGLE STOCK OPTIONS;EFGN SW Equity;0#EFGN*.EX
EFXF;FUT ON ESSILOR INTERNATIONAL;SINGLE STOCK FUTURES;EFXF=A GR Equity;0#ESSI:
EG4F;FUT ON ENAGAS;SINGLE STOCK FUTURES;EG4F=A GR Equity;0#ENAG:
EG4P;FUT ON Enagas SA;SINGLE STOCK FUTURES;EG4P=A GR Equity;0#EG4P:
EIA;OPT ON ELISA CORPORATION;SINGLE STOCK OPTIONS;EIA GR Equity ;0#ELI1V*.EX
EIAG;FUT ON ELISA CORPORATION;SINGLE STOCK FUTURES;EIAG=A GR Equity;0#EIAF2:
ELI;OPT ON  Elia System Operator;SINGLE STOCK OPTIONS;ELI BB Equity;0#ELI*.EX
ELIF;FUTURE ON ELIA SYSTEM OP. N.V.;SINGLE STOCK FUTURES;ELIF=A GR Equity;0#ELI:
ELV;OPT ON RELX N.V.;SINGLE STOCK OPTIONS;REN NA Equity;0#ELSN*.EX
ELVH;FUT ON RELX;SINGLE STOCK FUTURES;EL4H=A GR Equity;0#ELSN3:
EMM;OPT ON Emmi AG;SINGLE STOCK OPTIONS;EMMN SW Equity;0#EMMN*.EX
EMSG;FUT ON EMS CHEMIE HLDG;SINGLE STOCK FUTURES;EMSG=A GR Equity;0#EMSN2:
EMSN;OPT ON EMS CHEMIE HLDG;SINGLE STOCK OPTIONS;EMSN SW Equity;0#EMSN*.EX
ENAF;FUT ON ENEA SA;SINGLE STOCK FUTURES;ENAF=A GR Equity;0#ENAE:
ENE1;1ST FRIDAY OPT ON ENEL;SINGLE STOCK OPTIONS;ENL GR Equity;0#ENEI1W*.EX
ENE2;2ND FRIDAY OPT ON ENEL;SINGLE STOCK OPTIONS;ENL GR Equity;0#ENEI2W*.EX
ENE4;4TH FRIDAY OPT ON ENEL;SINGLE STOCK OPTIONS;ENL GR Equity;0#ENEI4W*.EX
ENE5;5TH FRIDAY OPT ON ENEL;SINGLE STOCK OPTIONS;ENL GR Equity;0#ENEI5W*.EX
ENI1;1ST FRIDAY OPT ON ENI;SINGLE STOCK OPTIONS;ENI GR Equity;0#ENI1W*.EX
ENI2;2ND FRIDAY OPT ON ENI;SINGLE STOCK OPTIONS;ENI GR Equity;0#ENI2W*.EX
ENI4;4TH FRIDAY OPT ON ENI;SINGLE STOCK OPTIONS;ENI GR Equity;0#ENI4W*.EX
ENI5;5TH FRIDAY OPT ON ENI;SINGLE STOCK OPTIONS;ENI GR Equity;0#ENI5W*.EX
ENL5;OPT ON ENEL;SINGLE STOCK OPTIONS;ENEL IM Equity;0#ENEI*.EX
ENLG;FUT ON ENEL SPA;SINGLE STOCK FUTURES;ENLG=A GR Equity;0#ENLF2:
ENT5;OPT ON ENI;SINGLE STOCK OPTIONS;ENI IM Equity;0#ENI*.EX
ENTG;FUT ON ENI S.P.A.;SINGLE STOCK FUTURES;ENTG=A GR Equity;0#ENI2:
ENUF;FUT ON STORA ENSO;SINGLE STOCK FUTURES;ENUF=A GR Equity;0#ENUF:
ENUR;OPT ON STORA ENSO OYJ R;SINGLE STOCK OPTIONS;STERV FH Equity;0#STERV*.EX
EOA;OPT ON E.ON SE;SINGLE STOCK OPTIONS;EOAN GY Equity;0#EONGn*.EX
EOA1;1ST FRIDAY OPT EON;SINGLE STOCK OPTIONS;EOAN GR Equity;0#EONGn1W*.EX
EOA2;2ND FRIDAY OPT EON;SINGLE STOCK OPTIONS;EOAN GR Equity;0#EONGn2W*.EX
EOA4;4TH FRIDAY OPT EON;SINGLE STOCK OPTIONS;EOAN GR Equity;0#EONGn4W*.EX
EOA5;5TH FRIDAY OPT EON;SINGLE STOCK OPTIONS;EOAN GR Equity;0#EONGn5W*.EX
EOAB;OPT ON EON SE BASKET;SINGLE STOCK OPTIONS;EOAB GY Equity;0#EOAB*.EX
EOAE;OPT E ON EON SE;SINGLE STOCK OPTIONS;EOAN GR Equity;0#EOAE*.EX
EOAH;FUT ON E.ON SE BASKET;SINGLE STOCK FUTURES;EOAH=A GR Equity;0#EONG4:
EOAI;FUT ON E.ON SE;SINGLE STOCK FUTURES;EOAI=A GR Equity;0#EONG5:
ER9F;FUTURES ON ERG SPA;SINGLE STOCK FUTURES;ER9F=A GR Equity;0#ERG:
ERA;OPTION ON ERAMET S.A.;SINGLE STOCK OPTIONS;ERA FP Equity;0#ERMT*.EX
ERAF;FUT ON ERAMET;SINGLE STOCK FUTURES;ERAF=A GR Equity;0#ERMT:
ERCB;OPT ON ERICSSON;SINGLE STOCK OPTIONS;ERCB GR Equity ;0#ERICb*.EX
ERCG;FUT ON ERICSSON;SINGLE STOCK FUTURES;ERCG=A GR Equity;0#ERCF2:
ESL;OPT ON ESSILOR;SINGLE STOCK OPTIONS;EI FP Equity;0#ESSI*.EX
ESL1;1ST FRIDAY OPT ON ESSILOR INT;SINGLE STOCK OPTIONS;ESL GR Equity;0#ESSI1W*.EX
ESL2;2ND FRIDAY OPT ON ESSILOR INT;SINGLE STOCK OPTIONS;ESL GR Equity;0#ESSI2W*.EX
ESL4;4TH FRIDAY OPT ON ESSILOR INT;SINGLE STOCK OPTIONS;ESL GR Equity;0#ESSI4W*.EX
ESL5;5TH FRIDAY OPT ON ESSILOR INT;SINGLE STOCK OPTIONS;ESL GR Equity;0#ESSI5W*.EX
ESSF;FUT ON EUROFINS;SINGLE STOCK FUTURES;ESSF=A GR Equity;0#EUFI:
ETIF;FUT ON EL GROUP PLC;SINGLE STOCK FUTURES;ETIF=A GR Equity;0#ETIF:
EUN2;OPT ON ISHARES ES 50 UCITS ETF;EXTF-OPTIONS;EUN2 GR Equity ;0#EUNF*.EX
EUNF;FUT ON ISHARES ES 50 UCITS ETF;EXTF-FUTURES;EUN2=A GR Equity;0#EUNF:
EUQ;OPTION ON EURAZEO SE;SINGLE STOCK OPTIONS;RF FP Equity;0#EURA*.EX
EVAR;FUT ON EUROSTOXX50 VARIANCE;VARIANCE FUTURES;VETA Index;0#EVAR:
EVD;OPT ON CTS Eventim AG ;SINGLE STOCK OPTIONS;EVD GR Equity;0#EVDG*.EX
EVDF;FUT ON CTS Eventim AG;SINGLE STOCK FUTURES;EVDF=A GR Equity;0#EVDG:
EVK;OPT ON  EVONIK INDUSTRIES AG;SINGLE STOCK OPTIONS;EVK GR Equity;0#EVKn*.EX
EVKF;FUT ON  EVONIK INDUSTRIES AG;SINGLE STOCK FUTURES;EVKF=A GR Equity;0#EVKn:
EVN;OPT ON EVN AG;SINGLE STOCK OPTIONS;EVN AV Equity;0#EVNV*.EX
EVNF;FUT ON EVN;SINGLE STOCK FUTURES;EVNF=A GR Equity;0#EVNF:
EVT;OPT ON EVOTEC AG;SINGLE STOCK OPTIONS;EVT GR Equity;0#EVTG*.EX
EVTF;FUT ON EVOTEC AG;SINGLE STOCK FUTURES;EVTF=A GR Equity;0#EVTG:
EXDF;FUT ON EXPEDIA GROUP INC.;SINGLE STOCK FUTURES;EXDF=A GR Equity;0#EXPE:
EXPF;FUT ON EXPERIAN PLC;SINGLE STOCK FUTURES;EXPF=A GR Equity;0#EXPF:
EXS1;OPT ON ISHARES DAX UCITS ETF;EXTF-OPTIONS;DAXEX GR Equity ;0#EXSF*.EX
EXSA;OPT ON ISHARES STOXX E. 600;EXTF-OPTIONS;SXXPIEX GR Equity;0#EXSA*.EX
EXSF;FUT ON ISHARES DAX UCITS ETF;EXTF-FUTURES;DAXEX=A GR Equity;0#EXSF:
EXX1;OPT ON ISHARES EUROSTOXX BANKS;EXTF-OPTIONS;SX7EEX GR Equity;0#EXX1*.EX
F2MX;FUT ON MDAX;INDEX FUTURES;MFA Index;0#MDAX:
F2OT;FUT ON FORTUM OYJ DIVIDENDS;SINGLE STOCK DIVIDEND FUTURES;F2OT=A GR Equity;0#F2OT:
F2RE;DIVIDEND FUT ON Fresenius;SINGLE STOCK DIVIDEND FUTURES;F2RE=A GR Equity;0#F2RE:
F2TE;ORANGE DIVIDENDS FUT;SINGLE STOCK DIVIDEND FUTURES;F2TE=A GR Equity;0#F2TE:
F3D;OPT ON FUGRO;SINGLE STOCK OPTIONS;FUR NA Equity;0#FUGRc*.EX
FATF;FUT ON ATX FIVE INDEX;INDEX FUTURES;ATXFO Index;0#FATFF:
FATX;FUT ON ATX INDEX;INDEX FUTURES;ATTA Index;0#FATXA:
FAU;OPTION ON FAURECIA S.A.;SINGLE STOCK OPTIONS;EO FP Equity;0#EPED*.EX
FAUF;FUT ON FAURECIA;SINGLE STOCK FUTURES;FAUF=A GR Equity;0#EPED:
FBON;EURO BONO FUTURE 8,5-10,5 YEAR;FIXED INCOME FUTURES;KOAA Comdty;0#FBON:
FBTM;MID TERM EURO BTP FUTURES;FIXED INCOME FUTURES;MFBA Comdty;0#FBTM:
FBTP;EURO BTP FUTURES;FIXED INCOME FUTURES;IKA Comdty;0#FBTP:
FBTS;SHORT TERM EURO-BTP FUTURES;FIXED INCOME FUTURES;BTSA Comdty;0#FBTS:
FBUF;FUT ON Facebook Inc;SINGLE STOCK FUTURES;FBUF=A GR Equity;0#FBUF:
FCAG;FUT ON BBG  AGRICULTURE;COMMODITY INDEX FUTURES;FCDA index;0#FCAG:
FCAU;FUT ON AUD/USD;CURRENCY FUTURES;N/A;N/A
FCAY;FUT ON AUD/JPY;CURRENCY FUTURES;N/A;N/A
FCBI;FUT EUR STX 50 CorpBond (PI);BOND INDEX FUTURES;CBIA Index;0#FCBI:
FCCO;FUT ON BBG COMMODITY INDEX;COMMODITY INDEX FUTURES;FCOA index;0#FCCO:
FCEA;FUT ON EUR AUD;CURRENCY FUTURES;N/A;N/A
FCEE;FUT ON CECE EUR;INDEX FUTURES;CEEA Index;0#FCEE:
FCEF;FUT ON EURCHF;CURRENCY FUTURES;N/A;N/A
FCEN;FUTURES ON BBG ENERGY INDEX;COMMODITY INDEX FUTURES;FCEA index;0#FCEN:
FCEP;FUT ON EURGBP;CURRENCY FUTURES;N/A;N/A
FCEU;FUT ON EURUSD;CURRENCY FUTURES;N/A;N/A
FCEY;FUT ON EUR/JPY;CURRENCY FUTURES;N/A;N/A
FCGR;FUT ON BBG GRAINS;COMMODITY INDEX FUTURES;UBRA index;0#FCGR:
FCIN;FUT ON BBG IND.METAL INDEX;COMMODITY INDEX FUTURES;FCIA index;0#FCIN:
FCLI;FUT ON BBG LIVESTOCK;COMMODITY INDEX FUTURES;UBLA index;0#FCLI:
FCNU;FUT ON NZDUSD;CURRENCY FUTURES;N/A;N/A
FCPE;FUT ON BBG PETROLEUM;COMMODITY INDEX FUTURES;UBOA index;0#FCPE:
FCPF;FUT ON GBPCHF;CURRENCY FUTURES;N/A;N/A
FCPR;FUT ON BBG PREC.METALS;COMMODITY INDEX FUTURES;UBPA index;0#FCPR:
FCPU;FUT ON GBPUSD;CURRENCY FUTURES;N/A;N/A
FCRU;FUT ON ETFS WTI CRUDE OIL;FUTURES ON EXCHANGE-TRADED COMMODITIES SECURITIES;FCRU=A GR Equity;0#FCRU:
FCSO;FUT ON BLOOMBERG SOFTS;COMMODITY INDEX FUTURES;UBSA index;0#FCSO:
FCUF;FUT ON USDCHF;CURRENCY FUTURES;N/A;N/A
FCUY;FUT ON USDJPY;CURRENCY FUTURES;N/A;N/A
FCXA;FUT ON BBG  EX-AGRICULTURE;COMMODITY INDEX FUTURES;MFWA Index;0#FCXA:
FCXB;FUT ON BBG EX-AGRI & LIVES.;COMMODITY INDEX FUTURES;FCTA Index;0#FCXB:
FCXE;FUT ON BBG EX-ENERGY;COMMODITY INDEX FUTURES;UBEA index;0#FCXE:
FCXG;FUT ON FREEPORT-MCMORAN INC.;SINGLE STOCK FUTURES;FCXG=A GR Equity;0#FCXF2:
FCXI;FUT ON BBG  EX-INDUST. METAL;COMMODITY INDEX FUTURES;MFYA Index;0#FCXI:
FCXL;FUT ON BBG EX-LIVESTOCK;COMMODITY INDEX FUTURES;FCLA Index;0#FCXL:
FCXP;FUT ON BBG EX-PREC.METALS;COMMODITY INDEX FUTURES;MDWA Index;0#FCXP:
FCXR;FUT ON BBG EX-GRAINS;COMMODITY INDEX FUTURES;FCRA Index;0#FCXR:
FCXS;FUT ON BBG EX-SOFTS;COMMODITY INDEX FUTURES;FSCA Index;0#FCXS:
FCXT;FUT ON BBG  EX-PETROLEUM;COMMODITY INDEX FUTURES;KXTA Index;0#FCXT:
FD3D;FUT ON ESTX SEL. DIV30 IDX DIV;INDEX DIVIDEND FUTURES;DSDA Index;0#FD3D:
FDAX;FUT ON DAX INDEX;INDEX FUTURES;GXA Index;0#FDX:
FDIV;FUT ON DIVDAX;INDEX FUTURES;FDIA Index;0#GSUK:
FDR;OPTION ON COVIVIO;SINGLE STOCK OPTIONS;COV FP Equity;0#FDR*.EX
FDRF;FUT ON COVIVIO;SINGLE STOCK FUTURES;FDRF=A GR Equity;0#FDR:
FDVD;FUT ON DIVDAX INDEX DIV;INDEX DIVIDEND FUTURES;DVDA Index;0#FDVD:
FDXD;FUT ON DAX KURSIND DIV;INDEX DIVIDEND FUTURES;DKRA Index;0#FDXD:
FDXF;FUT ON FEDEX CORP.;SINGLE STOCK FUTURES;FDXF=A GR Equity;0#FDXF:
FDXM;MINI-FUTURES ON DAX;INDEX FUTURES;DFWA Index;0#FDXM:
FEBD;EURO STOXX BANKS IND.DIV. FUT.;INDEX DIVIDEND FUTURES;DBEA Index;0#FEBD:
FEDV;FUT ON EURO STOXX SEL.DIV 30;INDEX FUTURES;SDIA index;0#FEDV:
FEED;EURO STOXX OIL&GAS IND.DIV FUT;INDEX DIVIDEND FUTURES;DEEA Index;0#FEED:
FEID;EURO STOXX INS. INDEX DIV .FUT;INDEX DIVIDEND FUTURES;DIEA Index;0#FEID:
FEO1;FUT ON EONIA;MONEY MARKET FUTURES;EXA Comdty;0#FEO1:
FES1;MARKET ON CLOSE EUROSTOXX50 F.;MOC FUTURES;FUBA Index;0#FES1:
FESA;FUT ON EURO STOXX AUTOM.&PARTS;INDEX FUTURES;EBA Index;0#FESA:
FESB;FUT ON EURO STOXX BANKS;INDEX FUTURES;CAA Index;0#FESB:
FESC;FUT ON EURO STOXX CHEMICALS;INDEX FUTURES;CUA Index;0#FESC:
FESE;FUT ON EURO STOXX OIL & GAS;INDEX FUTURES;QRA Index;0#FESE:
FESF;FUT ON EURO STOXX FIN.SERVICES;INDEX FUTURES;LJA Index;0#FESF:
FESG;FUT ON EURO STOXX IND.GOODS&SE;INDEX FUTURES;BWA Index;0#FESG:
FESH;FUT ON EURO STOXX HEALTHCARE;INDEX FUTURES;HOA Index;0#FESH:
FESI;FUT ON EURO STOXX INSURANCE;INDEX FUTURES;VOA Index;0#FESI:
FESL;FUT ON EURO STOXX REAL EST.;INDEX FUTURES;SRIA Index;0#FESL:
FESM;FUT ON EURO STOXX MEDIA;INDEX FUTURES;NMA Index;0#FESM:
FESN;FUT ON EURO STOXX CONSTR.&MAT.;INDEX FUTURES;AWA Index;0#FESN:
FESO;FUT ON EURO STOXX FOOD&BEVER.;INDEX FUTURES;BNA Index;0#FESD:
FESQ;FUT ON EURO STOXX50-QUANTO-USD;INDEX FUTURES;VLA INDEX;0#FESQ:
FESR;FUT ON EURO STOXX RETAIL;INDEX FUTURES;JAA Index;0#FESR:
FESS;FUT ON EURO STOXX BASIC RES.;INDEX FUTURES;DAA Index;0#FESS:
FEST;FUT ON EURO STOXX TELECOMM.;INDEX FUTURES;WZA Index;0#FEST:
FESU;FUT ON EURO STOXX UTILITIES;INDEX FUTURES;ITA Index;0#FESU:
FESV;FUT ON EURO STOXX TRAVEL& LEI.;INDEX FUTURES;BHA Index;0#FESV:
FESX;FUT ON EURO STOXX 50;INDEX FUTURES;VGA Index;0#STXE:
FESY;FUT ON EURO STOXX TECHNOLOGY;INDEX FUTURES;UAA Index;0#FESY:
FESZ;FUT ON EURO STOXX PERS& HOUSE;INDEX FUTURES;DWA Index;0#FESZ:
FETD;EURO STOXX TELE. IND.DIV. FUT.;INDEX DIVIDEND FUTURES;DTEA Index;0#FETD:
FEU3;THREE-MONTH-EURIBOR FUT. (ACI);MONEY MARKET FUTURES;FPA Cmdty;0#FEU3:
FEUD;EURO STOXX UTILIT IND.DIV .FUT;INDEX DIVIDEND FUTURES;DUEA Index;0#FEUD:
FEXD;FUT ON EURO STOXX 50 INDEX DIV;INDEX DIVIDEND FUTURES;DEDA Index;0#FEXD:
FEXF;FUT ON EURO STOXX 50 EX FIN;INDEX FUTURES;FXSA Index;0#FEXF:
FFOX;FUT ON OMX HELSINKI 25 INDEX;INDEX FUTURES;OTA Index;0#OMXH25:
FGBL;FUT 8 1/2-10 1/2 Y.GOV.BOND 6%;FIXED INCOME FUTURES;RXA Comdty;0#FGBL:
FGBM;FUT 4 1/2-5 1/2Y.GOV.BONDS 6%;FIXED INCOME FUTURES;OEA Comdty;0#FGBM:
FGBS;FUT 1 3/4-2 1/4 Y.GOV.BONDS 6%;FIXED INCOME FUTURES;DUA Comdty;0#FGBS:
FGBX;FUT ON 24-35 Y.GOV.BOND 4%;FIXED INCOME FUTURES;UBA Comdty;0#FGBX:
FGDV;FUT ON STOXX GLOB. SEL DIV 100;INDEX FUTURES;SDPA Index;0#FGDV:
FGPG;FUT ON FIRSTGROUP PLC;SINGLE STOCK FUTURES;FGPG=A GR Equity;0#FGPF2:
FHZF;FUT ON Flughafen Zuerich AG ;SINGLE STOCK FUTURES;FHZF=A GR Equity;0#FHZN:
FHZN;OPT ON Flughafen Zuerich AG ;SINGLE STOCK OPTIONS;FHZN SW Equity;0#FHZN*.EX
FIA5;OPT ON FIAT CHRYSLER AUTOMOBIL;SINGLE STOCK OPTIONS;FCA IM Equity;0#FIA*.EX
FIAJ;FUT ON FIAT CHRYSLER AUT. N.V.;SINGLE STOCK FUTURES;FIAJ=A GR Equity;0#FCHA5:
